"customer","tariff","from","to","v4","v5","v6","v7"
"All Customers","SWB","TW4 6NF","SO15 0LD","112.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","BS32 4RX","90.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","CF37 5UA","162.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","CM20 2DH","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","CR4 4HR","182.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","DE24 8UT","78.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","E6 7FF","173.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","HU8 8BZ","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","L20 8EL","168.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","LS12 6BS","173.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","M17 1GJ","149.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","ME20 7XB","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","NE11 0JH","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","PE27 3LE","105.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","RG2 0TG","143.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","RH10 9PY","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","SE15 1LR","162.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","SO15 0LD","173.00","0.00","",
"All Customers","SWB (Depot to Depot)","B90 4QU","TW4 6NF","143.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","B90 4QU","90.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","CF37 5UA","56.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","CM20 2DH","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","CR4 4HR","170.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","DE24 8UT","180.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","E6 7FF","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","HU8 8BZ","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","L20 8EL","239.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","LS12 6BS","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","M17 1GJ","219.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","ME20 7XB","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","NE11 0JH","365.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","PE27 3LE","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","RG2 0TG","141.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","RH10 9PY","185.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","SE15 1LR","168.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","SO15 0LD","152.00","0.00","",
"All Customers","SWB (Depot to Depot)","BS32 4RX","TW4 6NF","152.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","B90 4QU","170.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","BS32 4RX","60.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","CM20 2DH","264.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","CR4 4HR","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","DE24 8UT","210.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","E6 7FF","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","HU8 8BZ","326.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","L20 8EL","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","LS12 6BS","300.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","M17 1GJ","264.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","ME20 7XB","252.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","NE11 0JH","405.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","PE27 3LE","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","RG2 0TG","164.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","RH10 9PY","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","SE15 1LR","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","SO15 0LD","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","CF37 5UA","TW4 6NF","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","B90 4QU","198.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","BS32 4RX","227.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","CF37 5UA","254.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","CR4 4HR","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","DE24 8UT","198.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","E6 7FF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","HU8 8BZ","254.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","L20 8EL","307.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","LS12 6BS","269.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","M17 1GJ","293.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","ME20 7XB","83.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","NE11 0JH","360.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","PE27 3LE","83.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","RG2 0TG","112.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","RH10 9PY","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","SE15 1LR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","SO15 0LD","179.00","0.00","",
"All Customers","SWB (Depot to Depot)","CM20 2DH","TW4 6NF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","B90 4QU","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","BS32 4RX","184.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","CF37 5UA","227.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","CM20 2DH","83.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","DE24 8UT","211.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","E6 7FF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","HU8 8BZ","334.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","L20 8EL","320.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","LS12 6BS","307.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","M17 1GJ","307.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","ME20 7XB","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","NE11 0JH","402.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","PE27 3LE","152.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","RG2 0TG","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","RH10 9PY","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","SE15 1LR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","SO15 0LD","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","CR4 4HR","TW4 6NF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","B90 4QU","78.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","BS32 4RX","180.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","CF37 5UA","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","CM20 2DH","189.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","CR4 4HR","198.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","E6 7FF","195.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","HU8 8BZ","138.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","L20 8EL","141.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","LS12 6BS","140.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","M17 1GJ","105.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","ME20 7XB","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","NE11 0JH","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","PE27 3LE","137.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","RG2 0TG","195.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","RH10 9PY","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","SE15 1LR","179.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","SO15 0LD","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","DE24 8UT","TW4 6NF","207.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","B90 4QU","184.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","BS32 4RX","227.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","CF37 5UA","282.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","CM20 2DH","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","CR4 4HR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","DE24 8UT","208.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","HU8 8BZ","282.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","L20 8EL","320.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","LS12 6BS","280.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","M17 1GJ","293.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","ME20 7XB","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","NE11 0JH","374.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","PE27 3LE","112.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","RG2 0TG","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","RH10 9PY","83.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","SE15 1LR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","SO15 0LD","182.00","0.00","",
"All Customers","SWB (Depot to Depot)","E6 7FF","TW4 6NF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","B90 4QU","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","BS32 4RX","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","CF37 5UA","326.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","CM20 2DH","239.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","CR4 4HR","314.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","DE24 8UT","138.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","E6 7FF","264.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","L20 8EL","179.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","LS12 6BS","90.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","M17 1GJ","149.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","ME20 7XB","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","NE11 0JH","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","PE27 3LE","182.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","RG2 0TG","275.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","RH10 9PY","300.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","SE15 1LR","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","SO15 0LD","314.00","0.00","",
"All Customers","SWB (Depot to Depot)","HU8 8BZ","TW4 6NF","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","B90 4QU","168.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","BS32 4RX","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","CF37 5UA","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","CM20 2DH","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","CR4 4HR","314.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","DE24 8UT","141.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","E6 7FF","300.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","HU8 8BZ","179.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","LS12 6BS","105.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","M17 1GJ","56.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","ME20 7XB","338.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","NE11 0JH","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","PE27 3LE","239.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","RG2 0TG","275.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","RH10 9PY","314.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","SE15 1LR","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","SO15 0LD","314.00","0.00","",
"All Customers","SWB (Depot to Depot)","L20 8EL","TW4 6NF","275.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","B90 4QU","173.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","BS32 4RX","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","CF37 5UA","300.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","CM20 2DH","252.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","CR4 4HR","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","DE24 8UT","141.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","E6 7FF","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","HU8 8BZ","90.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","L20 8EL","105.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","M17 1GJ","66.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","ME20 7XB","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","NE11 0JH","143.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","PE27 3LE","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","RG2 0TG","275.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","RH10 9PY","300.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","SE15 1LR","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","SO15 0LD","300.00","0.00","",
"All Customers","SWB (Depot to Depot)","LS12 6BS","TW4 6NF","264.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","B90 4QU","147.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","BS32 4RX","213.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","CF37 5UA","252.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","CM20 2DH","275.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","CR4 4HR","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","DE24 8UT","105.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","E6 7FF","275.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","HU8 8BZ","150.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","L20 8EL","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","LS12 6BS","66.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","ME20 7XB","314.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","NE11 0JH","221.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","PE27 3LE","225.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","RG2 0TG","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","RH10 9PY","300.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","SE15 1LR","275.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","SO15 0LD","288.00","0.00","",
"All Customers","SWB (Depot to Depot)","M17 1GJ","TW4 6NF","263.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","B90 4QU","227.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","BS32 4RX","227.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","CF37 5UA","269.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","CM20 2DH","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","CR4 4HR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","DE24 8UT","240.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","E6 7FF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","HU8 8BZ","307.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","L20 8EL","347.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","LS12 6BS","307.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","M17 1GJ","334.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","NE11 0JH","416.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","PE27 3LE","147.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","RG2 0TG","147.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","RH10 9PY","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","SE15 1LR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","SO15 0LD","165.00","0.00","",
"All Customers","SWB (Depot to Depot)","ME20 7XB","TW4 6NF","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","B90 4QU","280.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","BS32 4RX","389.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","CF37 5UA","443.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","CM20 2DH","360.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","CR4 4HR","416.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","DE24 8UT","227.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","E6 7FF","389.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","HU8 8BZ","206.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","L20 8EL","240.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","LS12 6BS","150.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","M17 1GJ","208.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","ME20 7XB","416.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","PE27 3LE","293.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","RG2 0TG","402.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","RH10 9PY","432.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","SE15 1LR","389.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","SO15 0LD","443.00","0.00","",
"All Customers","SWB (Depot to Depot)","NE11 0JH","TW4 6NF","389.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","B90 4QU","112.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","BS32 4RX","240.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","CF37 5UA","282.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","CM20 2DH","83.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","CR4 4HR","166.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","DE24 8UT","146.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","E6 7FF","112.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","HU8 8BZ","194.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","L20 8EL","254.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","LS12 6BS","205.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","M17 1GJ","240.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","ME20 7XB","146.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","NE11 0JH","293.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","RG2 0TG","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","RH10 9PY","173.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","SE15 1LR","147.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","SO15 0LD","205.00","0.00","",
"All Customers","SWB (Depot to Depot)","PE27 3LE","TW4 6NF","112.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","B90 4QU","152.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","BS32 4RX","150.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","CF37 5UA","174.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","CM20 2DH","149.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","CR4 4HR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","DE24 8UT","205.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","E6 7FF","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","HU8 8BZ","334.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","L20 8EL","293.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","LS12 6BS","307.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","M17 1GJ","280.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","ME20 7XB","147.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","NE11 0JH","416.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","PE27 3LE","160.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","RH10 9PY","83.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","SE15 1LR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","SO15 0LD","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","RG2 0TG","TW4 6NF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","B90 4QU","202.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","BS32 4RX","198.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","CF37 5UA","254.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","CM20 2DH","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","CR4 4HR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","DE24 8UT","234.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","E6 7FF","83.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","HU8 8BZ","320.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","L20 8EL","347.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","LS12 6BS","320.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","M17 1GJ","389.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","ME20 7XB","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","NE11 0JH","432.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","PE27 3LE","168.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","RG2 0TG","96.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","SE15 1LR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","SO15 0LD","112.00","0.00","",
"All Customers","SWB (Depot to Depot)","RH10 9PY","TW4 6NF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","B90 4QU","176.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","BS32 4RX","184.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","CF37 5UA","254.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","CM20 2DH","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","CR4 4HR","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","DE24 8UT","194.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","E6 7FF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","HU8 8BZ","280.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","L20 8EL","307.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","LS12 6BS","280.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","M17 1GJ","280.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","ME20 7XB","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","NE11 0JH","389.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","PE27 3LE","147.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","RG2 0TG","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","RH10 9PY","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","SO15 0LD","112.00","0.00","",
"All Customers","SWB (Depot to Depot)","SE15 1LR","TW4 6NF","75.00","0.00","",
"All Customers","SWB (Depot to Depot)","SO15 0LD","B90 4QU","182.00","0.00","",
"All Customers","SWB (Depot to Depot)","SO15 0LD","BS32 4RX","143.00","0.00","",
"All Customers","SWB (Depot to Depot)","SO15 0LD","CF37 5UA","192.00","0.00","",
"All Customers","SWB (Depot to Depot)","SO15 0LD","CM20 2DH","170.00","0.00","",
"All Customers","SWB (Depot to Depot)","SO15 0LD","CR4 4HR","90.00","0.00","",
